0.010000,-4.605170
0.020000,-3.912023
0.030000,-3.506558
0.040000,-3.218876
0.050000,-2.995732
0.060000,-2.813411
0.070000,-2.659260
0.080000,-2.525729
0.090000,-2.407946
0.100000,-2.302585
0.110000,-2.207275
0.120000,-2.120264
0.130000,-2.040221
0.140000,-1.966113
0.150000,-1.897120
0.160000,-1.832581
0.170000,-1.771957
0.180000,-1.714798
0.190000,-1.660731
0.200000,-1.609438
0.210000,-1.560648
0.220000,-1.514128
0.230000,-1.469676
0.240000,-1.427116
0.250000,-1.386294
0.260000,-1.347074
0.270000,-1.309333
0.280000,-1.272966
0.290000,-1.237874
0.300000,-1.203973
0.310000,-1.171183
0.320000,-1.139434
0.330000,-1.108663
0.340000,-1.078810
0.350000,-1.049822
0.360000,-1.021651
0.370000,-0.994252
0.380000,-0.967584
0.390000,-0.941609
0.400000,-0.916291
0.410000,-0.891598
0.420000,-0.867501
0.430000,-0.843970
0.440000,-0.820981
0.450000,-0.798508
0.460000,-0.776529
0.470000,-0.755023
0.480000,-0.733969
0.490000,-0.713350
0.500000,-0.693147
0.510000,-0.673345
0.520000,-0.653926
0.530000,-0.634878
0.540000,-0.616186
0.550000,-0.597837
0.560000,-0.579818
0.570000,-0.562119
0.580000,-0.544727
0.590000,-0.527633
0.600000,-0.510826
0.610000,-0.494296
0.620000,-0.478036
0.630000,-0.462035
0.640000,-0.446287
0.650000,-0.430783
0.660000,-0.415515
0.670000,-0.400478
0.680000,-0.385662
0.690000,-0.371064
0.700000,-0.356675
0.710000,-0.342490
0.720000,-0.328504
0.730000,-0.314711
0.740000,-0.301105
0.750000,-0.287682
0.760000,-0.274437
0.770000,-0.261365
0.780000,-0.248461
0.790000,-0.235722
0.800000,-0.223144
0.810000,-0.210721
0.820000,-0.198451
0.830000,-0.186330
0.840000,-0.174353
0.850000,-0.162519
0.860000,-0.150823
0.870000,-0.139262
0.880000,-0.127833
0.890000,-0.116534
0.900000,-0.105361
0.910000,-0.094311
0.920000,-0.083382
0.930000,-0.072571
0.940000,-0.061875
0.950000,-0.051293
0.960000,-0.040822
0.970000,-0.030459
0.980000,-0.020203
0.990000,-0.010050
1.000000,0.000000
1.010000,0.009950
1.020000,0.019803
1.030000,0.029559
1.040000,0.039221
1.050000,0.048790
1.060000,0.058269
1.070000,0.067659
1.080000,0.076961
1.090000,0.086178
1.100000,0.095310
1.110000,0.104360
1.120000,0.113329
1.130000,0.122218
1.140000,0.131028
1.150000,0.139762
1.160000,0.148420
1.170000,0.157004
1.180000,0.165514
1.190000,0.173953
1.200000,0.182322
1.210000,0.190620
1.220000,0.198851
1.230000,0.207014
1.240000,0.215111
1.250000,0.223144
1.260000,0.231112
1.270000,0.239017
1.280000,0.246860
1.290000,0.254642
1.300000,0.262364
1.310000,0.270027
1.320000,0.277632
1.330000,0.285179
1.340000,0.292670
1.350000,0.300105
1.360000,0.307485
1.370000,0.314811
1.380000,0.322083
1.390000,0.329304
1.400000,0.336472
1.410000,0.343590
1.420000,0.350657
1.430000,0.357674
1.440000,0.364643
1.450000,0.371564
1.460000,0.378436
1.470000,0.385262
1.480000,0.392042
1.490000,0.398776
1.500000,0.405465
1.510000,0.412110
1.520000,0.418710
1.530000,0.425268
1.540000,0.431782
1.550000,0.438255
1.560000,0.444686
1.570000,0.451076
1.580000,0.457425
1.590000,0.463734
1.600000,0.470004
1.610000,0.476234
1.620000,0.482426
1.630000,0.488580
1.640000,0.494696
1.650000,0.500775
1.660000,0.506818
1.670000,0.512824
1.680000,0.518794
1.690000,0.524729
1.700000,0.530628
1.710000,0.536493
1.720000,0.542324
1.730000,0.548121
1.740000,0.553885
1.750000,0.559616
1.760000,0.565314
1.770000,0.570980
1.780000,0.576613
1.790000,0.582216
1.800000,0.587787
1.810000,0.593327
1.820000,0.598837
1.830000,0.604316
1.840000,0.609766
1.850000,0.615186
1.860000,0.620576
1.870000,0.625938
1.880000,0.631272
1.890000,0.636577
1.900000,0.641854
1.910000,0.647103
1.920000,0.652325
1.930000,0.657520
1.940000,0.662688
1.950000,0.667829
1.960000,0.672944
1.970000,0.678034
1.980000,0.683097
1.990000,0.688135
2.000000,0.693147
