0.010000,1.010050
0.020000,1.020201
0.030000,1.030455
0.040000,1.040811
0.050000,1.051271
0.060000,1.061837
0.070000,1.072508
0.080000,1.083287
0.090000,1.094174
0.100000,1.105171
0.110000,1.116278
0.120000,1.127497
0.130000,1.138828
0.140000,1.150274
0.150000,1.161834
0.160000,1.173511
0.170000,1.185305
0.180000,1.197217
0.190000,1.209250
0.200000,1.221403
0.210000,1.233678
0.220000,1.246077
0.230000,1.258600
0.240000,1.271249
0.250000,1.284025
0.260000,1.296930
0.270000,1.309964
0.280000,1.323130
0.290000,1.336427
0.300000,1.349859
0.310000,1.363425
0.320000,1.377128
0.330000,1.390968
0.340000,1.404948
0.350000,1.419068
0.360000,1.433329
0.370000,1.447735
0.380000,1.462285
0.390000,1.476981
0.400000,1.491825
0.410000,1.506818
0.420000,1.521962
0.430000,1.537258
0.440000,1.552707
0.450000,1.568312
0.460000,1.584074
0.470000,1.599994
0.480000,1.616074
0.490000,1.632316
0.500000,1.648721
0.510000,1.665291
0.520000,1.682028
0.530000,1.698932
0.540000,1.716007
0.550000,1.733253
0.560000,1.750673
0.570000,1.768267
0.580000,1.786038
0.590000,1.803988
0.600000,1.822119
0.610000,1.840431
0.620000,1.858928
0.630000,1.877611
0.640000,1.896481
0.650000,1.915541
0.660000,1.934792
0.670000,1.954237
0.680000,1.973878
0.690000,1.993716
0.700000,2.013753
0.710000,2.033991
0.720000,2.054433
0.730000,2.075081
0.740000,2.095936
0.750000,2.117000
0.760000,2.138276
0.770000,2.159766
0.780000,2.181472
0.790000,2.203396
0.800000,2.225541
0.810000,2.247908
0.820000,2.270500
0.830000,2.293319
0.840000,2.316367
0.850000,2.339647
0.860000,2.363161
0.870000,2.386911
0.880000,2.410900
0.890000,2.435130
0.900000,2.459603
0.910000,2.484323
0.920000,2.509290
0.930000,2.534509
0.940000,2.559981
0.950000,2.585710
0.960000,2.611696
0.970000,2.637944
0.980000,2.664456
0.990000,2.691234
1.000000,2.718282
1.010000,2.745601
1.020000,2.773195
1.030000,2.801066
1.040000,2.829217
1.050000,2.857651
1.060000,2.886371
1.070000,2.915379
1.080000,2.944680
1.090000,2.974274
1.100000,3.004166
1.110000,3.034358
1.120000,3.064854
1.130000,3.095656
1.140000,3.126768
1.150000,3.158193
1.160000,3.189933
1.170000,3.221993
1.180000,3.254374
1.190000,3.287081
1.200000,3.320117
1.210000,3.353485
1.220000,3.387188
1.230000,3.421230
1.240000,3.455613
1.250000,3.490343
1.260000,3.525421
1.270000,3.560853
1.280000,3.596640
1.290000,3.632787
1.300000,3.669297
1.310000,3.706174
1.320000,3.743421
1.330000,3.781043
1.340000,3.819043
1.350000,3.857426
1.360000,3.896193
1.370000,3.935351
1.380000,3.974902
1.390000,4.014850
1.400000,4.055200
1.410000,4.095955
1.420000,4.137120
1.430000,4.178699
1.440000,4.220696
1.450000,4.263114
1.460000,4.305960
1.470000,4.349235
1.480000,4.392946
1.490000,4.437095
1.500000,4.481689
1.510000,4.526731
1.520000,4.572225
1.530000,4.618177
1.540000,4.664590
1.550000,4.711470
1.560000,4.758821
1.570000,4.806648
1.580000,4.854956
1.590000,4.903749
1.600000,4.953032
1.610000,5.002811
1.620000,5.053090
1.630000,5.103875
1.640000,5.155169
1.650000,5.206980
1.660000,5.259311
1.670000,5.312168
1.680000,5.365556
1.690000,5.419481
1.700000,5.473947
1.710000,5.528961
1.720000,5.584528
1.730000,5.640654
1.740000,5.697343
1.750000,5.754602
1.760000,5.812437
1.770000,5.870853
1.780000,5.929856
1.790000,5.989452
1.800000,6.049647
1.810000,6.110447
1.820000,6.171858
1.830000,6.233886
1.840000,6.296538
1.850000,6.359819
1.860000,6.423736
1.870000,6.488296
1.880000,6.553504
1.890000,6.619368
1.900000,6.685894
1.910000,6.753088
1.920000,6.820958
1.930000,6.889509
1.940000,6.958750
1.950000,7.028686
1.960000,7.099326
1.970000,7.170675
1.980000,7.242742
1.990000,7.315532
2.000000,7.389055
2.010000,7.463316
2.020000,7.538323
2.030000,7.614084
2.040000,7.690607
2.050000,7.767899
2.060000,7.845968
2.070000,7.924821
2.080000,8.004466
2.090000,8.084912
2.100000,8.166167
2.110000,8.248238
2.120000,8.331134
2.130000,8.414863
2.140000,8.499434
2.150000,8.584854
2.160000,8.671133
2.170000,8.758280
2.180000,8.846301
2.190000,8.935208
2.200000,9.025008
2.210000,9.115711
2.220000,9.207325
2.230000,9.299860
2.240000,9.393324
2.250000,9.487729
2.260000,9.583082
2.270000,9.679393
2.280000,9.776672
2.290000,9.874929
2.300000,9.974173
2.310000,10.074414
2.320000,10.175663
2.330000,10.277930
2.340000,10.381224
2.350000,10.485557
2.360000,10.590938
2.370000,10.697378
2.380000,10.804888
2.390000,10.913478
2.400000,11.023159
2.410000,11.133943
2.420000,11.245840
2.430000,11.358862
2.440000,11.473020
2.450000,11.588324
2.460000,11.704788
2.470000,11.822422
2.480000,11.941238
2.490000,12.061249
2.500000,12.182465
2.510000,12.304899
2.520000,12.428564
2.530000,12.553472
2.540000,12.679635
2.550000,12.807066
2.560000,12.935778
2.570000,13.065783
2.580000,13.197094
2.590000,13.329725
2.600000,13.463689
2.610000,13.599000
2.620000,13.735670
2.630000,13.873713
2.640000,14.013144
2.650000,14.153976
2.660000,14.296223
2.670000,14.439900
2.680000,14.585020
